Total paragraphs: 3934

[ 68] s=30  | 정해놓고 - 생각하라
[1443] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1445] s=112 | 판사에게 진솔함이 요구되는가 하는 문제가 논의되고 있다. 현대의 민주국가는 판사가 내리는 판결에 강제력을 부여하지만, 사법권의 행사에 민주적 통제가 미치도록 판결에 이유를 밝힐 것을 요구한다. 이때 판사는 판결의 핵심적인 근거에 관해 허위나 감춤 없이 자신이 믿는 바와 판단 과정을 분명히 드러내야 한다. 이에 대해서는 ‘반대론’이 있다. 법원은 사회적 갈등과 긴장의 해소를 임무로 하므로 사형이나 낙태 문제와 같이 논란이 큰 사안을 다룰 때는 판사들의 의견이 일치된 것처럼 보이는 편이 바람직하며, 필요하면 내심의 근거와 다른 것을 판결 이유로 들거나 모호하게 핵심을 회피하는 편이 낫다는 견해가 대표적이다. 이런 반대론은 시민들이 진실을 다룰 능력이 부족하다고 전제하고 있어 민주주의 원리에 반하므로 동의하기 어렵다. 다만 판사도 거짓말을 선택해야 할 예외 상황이 존재 한다는 주장은 검토해 볼 만하다.
[1446] s=112 | 법과 양심에 따라 재판해야 하는 판사에게 양심은 곧 법적 양심을 의미하므로 법과 양심이 충돌할 일은 거의 없다. 하지만 노예제도가 인정되던 시절에 노예제를 허용하지 않는 주(州)로 탈출한 노예에 대해 소유주가 소유권을 주장하는 것처럼 법적 권리와 도덕적 권리가
[1447] s=112 | 하지만 이런 논의가 판사의 진솔 의무를 부정하지는 못한다. 오늘날 법과 도덕의 극단적인 괴리 현상은 드물며, 진실을 분별하고 지지하는 민주사회라면 판사가 묘책을 찾아야 하는 상황을 만들어내지 않을 것이다. 하지만 법-도덕의 딜레마와 진솔 의무는 노예제와 함께 완전히 사라지지 않았다. 판사가 특정 법률에 도덕적 저항감을 느끼는 일은 현대에도 계속되고 있다. 여기서 판사의 선택은 정의와 민주주의, 사법의 정당성에 지속적으로 영향을 미친다.
[1448] s=112 | 진솔함의 중요성은 최근에는 다른 차원에서 제기되고 있다. 먼저 판사의 진솔함은 사법의 정당성을 수호하는 중요한 방책이 된다. ㉠어떤 판사는 법이 모호하고 선례도 없어 판단이 매우 어려운 사안에서 창의적인 법해석을 한 경우에도 그런 사정을 감춘다. 이때 판사는 자신이 진정으로 믿는 법해석을 근거로 판결한 것이지만, 패소한 당사자를 설득하기 위해 판사들 사이의 상투적 표현법을 써서 이렇게 말하는 편이 더 좋다고 생각한다. “판사는 법을 만들지 않으며, 법을 발견하고, 법률을 기계적으로 적용할 뿐이다.” 더 심각 한 것은 판사가 법 외적인 사정에 무관심하고 오직 법의 문언에 충실한 결과인 듯 판결 이유를 제시하지만, 실제로는 어떤 결과를 도출할 것인지 먼저 선택한 다음에 자신이 선호하는 결과를 보장하는 해석론을 개발해 제시하는 경우이다. 이때도 판사는 으레 동일한 표 현법을 활용한다.
[1449] s=112 | 하지만 이런 방편에는 큰 위험이 도사리고 있다. 판사의 거짓말은 국민을 자율적 판단 능력을 갖춘 시민으로 존중하지 않음을 의미하며, 사법적 판단 과정의 실상이 드러나는 순간 사법의 권위와 정당성은 실추될 것이다. 법원이 이런 위험에서 벗어나는 길은 진솔함으로 국민을 대하는 것이다. 이런 인식을 바탕으로 법-도덕 딜레마 상황에서 거짓이 정당화된다는 견해도 재검토되고 있다. 거짓으로 이룰 수 있는 것은 진솔함으로도 이룰 수 있다.
[1451] s=100 | 윗글의 내용과 일치하지 않는 것은?
[1452] s=108 | ①
[1453] s=108 | ②적인 요소들을 고려하는 것을 허용한다.
[1454] s=108 | ③
[1455] s=108 | ④
[1456] s=108 | ⑤
[1470] s=100 | ㉠에 대한 설명으로 가장 적절한 것은?
[1471] s=108 | ①
[1472] s=108 | ②
[1473] s=108 | ③
[1474] s=108 | ④판사의 법해석은 선례의 도움 없이도 충분히 가능한 법 발견이었으며, 또한 판사도 그렇게 말할 것이다.
[1475] s=108 | ⑤
[1476] s=100 | ＜보기＞의 입장에서 윗글에 대해 추론한 것으로 적절하지 않은 것은?
[1477] s=108 | <보 기>미국의 사법적 판단 과정을 설명하는 대표적인 이론으로 ‘법형식주의’와 ‘법현실주의’가 거론된다. 전자에 의하면 판사는 중립적심판자로서 사안에 법을 그대로 적용할 뿐이다. 여기에는 어떤 정치적 고려의 여지가 없으며, 판사에게는 엄격하게 법을 적용할 의무만 있다. 후자에 의하면 법은 곧 정치이고 판사는 법복 입은 정치인이다. 판사는 재판 중에 법 외적 고려에 따라 자신이 만든 법을 적용한다. 하지만 이런 표현은 판사가 판결에 이르기까지 실제 사법적 판단 과정의 양면을 극단적으로 단순화한 것이며, 실제의 과정을 제대로 설명할 수 없다. 문제는 판사들이 사법의 권위와 정당성을 중립적 재판기구라는 점에서 찾으면서 단순화된 이론이 표방하는 문구를 그대로 사용한다는 점이다. 판사의 진솔 함이 판사의 권력 남용을 저지하는 필수불가결한 요소라고 보는 ‘비판론자 는 판사들이 실제 사법적 판단 과정을 사실대로 말한 것이 아니라는 점을 지적하기 위해 그런 문구를 ‘고상한 거짓말' 이라고 비판한다.
[1479] s=106 | <보 기>
[1483] s=109 | 미국의 사법적 판단 과정을 설명하는 대표적인 이론으로 ‘법형식주의’와 ‘법현실주의’가 거론된다. 전자에 의하면 판사는 중립적심판자로서 사안에 법을 그대로 적용할 뿐이다. 여기에는 어떤 정치적 고려의 여지가 없으며, 판사에게는 엄격하게 법을 적용할 의무만 있다. 후자에 의하면 법은 곧 정치이고 판사는 법복 입은 정치인이다. 판사는 재판 중에 법 외적 고려에 따라 자신이 만든 법을 적용한다. 하지만 이런 표현은 판사가 판결에 이르기까지 실제 사법적 판단 과정의 양면을 극단적으로 단순화한 것이며, 실제의 과정을 제대로 설명할 수 없다. 문제는 판사들이 사법의 권위와 정당성을 중립적 재판기구라는 점에서 찾으면서 단순화된 이론이 표방하는 문구를 그대로 사용한다는 점이다. 판사의 진솔 함이 판사의 권력 남용을 저지하는 필수불가결한 요소라고 보는 ‘비판론자 는 판사들이 실제 사법적 판단 과정을 사실대로 말한 것이 아니라는 점을 지적하기 위해 그런 문구를 ‘고상한 거짓말' 이라고 비판한다.
[1484] s=108 | ①
[1485] s=108 | ②
[1486] s=108 | ③
[1487] s=117 | ④ 비판론자는 결과를 먼저 선택한 다음 이를 지지하는 법해석을 찾아내는 판사가 사용한 표현 문구에 대해 ‘고상한 거짓말’이라고 비판할 것이다.
[1488] s=108 | ⑤
[1536] s=61  | SELF CHECK LIST – V 표시
[1537] s=30  | SELF CHECK LIST – V 표시
[1538] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1539] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1541] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1542] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1544] s=61  | 2. 문제 풀기
[1545] s=30  | 2. 문제 풀기
[1547] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1548] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1550] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[1551] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[1553] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[1555] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[1557] s=30  | 7. 채점 및 해설보기
[1559] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[1561] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[1563] s=30  | 10. 체계 만들기- 단권화
[1565] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1566] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1568] s=0   | FINAL BOOST 11날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1569] s=1   | FINAL BOOST 11
[1570] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1573] s=123 | 고전 역학에 ⓐ따르면, 물체의 크기에 관계없이 초기 운동 상태를 정확히 알 수 있다면 일정한 시간 후의 물체의 상태는 정확히 측정될 수 있으며, 배타적인 두 개의 상태가 공존할 수 없다. 하지만 20세기에 등장한 양자 역학에 의해 미시 세계에 서는 상호 배타적인 상태들이 공존할 수 있음이 알려졌다.
[1574] s=124 | 미시 세계에서의 상호 배타적인 상태의 공존을 이해하기 위해, 거시 세계에서 회전하고 있는 반지름 5 ㎝의 팽이를 생각해 보자. 그 팽이는 시계 방향 또는 반시계 방향 중 한쪽으로 회전하고 있을 것이다. 팽이의 회전 방향은 관찰하기 이전에 이미 정해져 있으며, 다만 관찰을 통해 ⓑ알게 되는 것뿐이다. 이와 달리 미시 세계에서 전자만큼 작은 팽이 하나가 회전하고 있다고 상상해 보자. 이 팽이의 회전 방향은 시계 방향과 반시계 방향의 두 상태가 공존하고 있다. 하나의 팽이에 공존하고 있는 두 상태는 관찰을 통해서 한 가지 회전 방향으로 결정된다. 두 개의 방향 중 어떤 쪽이 결정될지는 관찰하기 이전에는 알 수 없다. 거시 세계와 달리 양자 역학이 지배하는 미시 세계에 서는, 우리가 관찰하기 이전에는 상호 배타적인 상태가 공존하는 것이다. 배타적인 상태의 공존과 관찰 자체가 물체의 상태를 결정한다는 개념을 받아들이기 힘들었기 때문에, 아인슈타인은 ㉠“당신이 달을 보기 전에는 달이 존재하지 않는 것인가?”라는 말로 양자 역학의 해석에 회의적인 태도를 취하였다.
[1575] s=124 | 최근에는 상호 배타적인 상태의 공존을 적용함으로써 초고속 연산을 수행하는 양자 컴퓨터에 대한 연구가 진행되고 있다. 이는 양자 역학에서 말하는 상호 배타적인 상태의 공존이 현실에서 실제로 구현될 수 있음을 잘 보여 주는 예라 할 수 있다. 미시 세계에 대한 이러한 연구 성과는 거시 세계에 대해 우리가 자연스럽게 ⓒ지니게 된 상식적인 생각들에 근본적인 의문을 ⓓ던진다. 이와 비슷한 의문은 논리학에서도 볼 수 있다.
[1576] s=124 | 고전 논리는 ‘참’과 ‘거짓’이라는 두 개의 진리치만 있는 이치 논리이다. 그리고 고전 논리에서는 어떠한 진술이든 ‘참’ 또는 ‘거짓’이다. 이는 우리의 상식적인 생각과 잘 ⓔ들어맞는다. 그러나 프리스트에 따르면, ‘참’인 진술과 ‘거짓’인 진술 이외에 ‘참인 동시에 거짓’인 진술이 있다. 이를 설명하기 위해 그는 ‘거짓말쟁이 문장’을 제시한다. 거짓말쟁이 문장을 이해하기 위해 자기 지시적 문장과 자기 지시적이지 않은 문장을 구분해 보자. 자기 지시적 문장은 말 그대로 자기 자신을 가리키는 문장을 말한다. 예를 들어 “이 문장은 모두 열여덟 음절로 이루어져 있다.”라는 ‘참’인 문장은 자기 자신을 가리키며 그것이 몇 음절로 이루어져 있는지 말하고 있다. 반면 “페루의 수도는 리마이다.”라는 ‘참’인 문장은 페루의 수도가 어디인지 말할 뿐 자기 자신을 가리키는 문장은 아니다.
[1577] s=124 | “이 문장은 거짓이다.”는 거짓말쟁이 문장이다. 이는 ‘이 문장’ 이라는 표현이 문장 자체를 가리키며 그것이 ‘거짓’이라고 말하는 자기 지시적 문장이다. 그렇다면 프리스트는 왜 거짓말쟁이 문장에 ‘참인 동시에 거짓’을 부여해야 한다고 생각할까? 이에 답하기 위해 우선 거짓말쟁이 문장이 ‘참’이라고 가정해 보자. 그렇다면 거짓말쟁이 문장은 ‘거짓’이다. 왜냐하면 거짓말쟁이 문장은 자기 자신을 가리키며 그것이 ‘거짓’이라고 말하는 문장이기 때문이다. 반면 거짓말쟁이 문장이 ‘거짓’이라고 가정해 보자. 그렇다면 거짓말쟁이 문장은 ‘참’이다. 왜냐하면 그것이 바로 그 문장이 말하는 바이기 때문이다. 프리스트에 따르면 어떤 경우에도 거짓말쟁이 문장은 ‘참인 동시에 거짓’인 문장 이다. 따라서 그는 거짓말쟁이 문장에 ‘참인 동시에 거짓’을 부여해야 한다고 본다. 그는 거짓말쟁이 문장 이외에 ‘참인 동시에 거짓’인 진리치가 존재함을 뒷받침하는 다양한 사례를 제시한다. 특히 그는 양자 역학에서 상호 배타적인 상태의 공존은이 점을 시사하고 있다고 본다.
[1578] s=124 | 고전 논리에서는 ‘참인 동시에 거짓’인 진리치를 지닌 문장을 다룰 수 없기 때문에 프리스트는 그것도 다룰 수 있는 비고전 논리 중 하나인 LP*를 제시하였다. 그런데 LP에서는 직관적으로 호소력 있는 몇몇 추론 규칙이 성립하지 않는다. 전건 긍정 규칙을 예로 들어 생각해 보자. 고전 논리에서는 전건 긍정 규칙이 성립한다. 이는 ㉡“P이면 Q이다.”라는 조건문과 그것의 전건인 P가 ‘참’이라면 그것의 후건인 Q도 반드시 ‘참’이 된다는 것이다. 이와 비슷한 방식으로 LP에서 전건 긍정 규칙이 성립 하려면, 조건문과 그것의 전건인 P가 모두 ‘참’ 또는 ‘참인 동시에 거짓’이라면 그것의 후건인 Q도 반드시 ‘참’ 또는 ‘참인 동시에 거짓’이어야 한다. 그러나 LP에서 조건문의 전건은 ‘참인 동시에 거짓’이고 후건은 ‘거짓’인 경우, 조건문과 전건은 모두 ‘참인 동시에 거짓’이지만 후건은 ‘거짓’이 된다. 비록 전건 긍정 규칙이 성립하지는 않지만, LP는 고전 논리에 대한 근본적인 의문들에 답하기 위한 하나의 시도로서 의의가 있다.
